sample_id,voice_id,voice_name,gender,accent,age_group,sentence_id,sentence_text,augmentation_type,filepath,duration_seconds
Jessica_american_s07_medium_noise,Jessica_american,"Jessica - Playful, Bright, Warm",female,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,medium_noise,audio/Jessica_american/medium_noise/sentence_07.wav,2.8328333333333333
Jessica_american_s08_medium_noise,Jessica_american,"Jessica - Playful, Bright, Warm",female,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",medium_noise,audio/Jessica_american/medium_noise/sentence_08.wav,6.9195416666666665
Jessica_american_s09_medium_noise,Jessica_american,"Jessica - Playful, Bright, Warm",female,american,unknown,9,The conference is scheduled for three o'clock tomorrow,medium_noise,audio/Jessica_american/medium_noise/sentence_09.wav,2.6935416666666665
Jessica_american_s10_medium_noise,Jessica_american,"Jessica - Playful, Bright, Warm",female,american,unknown,10,Please review the quarterly report before the deadline,medium_noise,audio/Jessica_american/medium_noise/sentence_10.wav,2.7399583333333335
Eric_american_s01_medium_noise,Eric_american,"Eric - Smooth, Trustworthy",male,american,unknown,1,The quick brown fox jumps over the lazy dog,medium_noise,audio/Eric_american/medium_noise/sentence_01.wav,2.50775
Eric_american_s02_medium_noise,Eric_american,"Eric - Smooth, Trustworthy",male,american,unknown,2,Pack my box with five dozen liquor jugs,medium_noise,audio/Eric_american/medium_noise/sentence_02.wav,2.3684583333333333
Eric_american_s03_medium_noise,Eric_american,"Eric - Smooth, Trustworthy",male,american,unknown,3,She sells seashells by the seashore,medium_noise,audio/Eric_american/medium_noise/sentence_03.wav,1.9969166666666667
Eric_american_s04_medium_noise,Eric_american,"Eric - Smooth, Trustworthy",male,american,unknown,4,"Um... so the weather is, like, really nice today",medium_noise,audio/Eric_american/medium_noise/sentence_04.wav,3.0185833333333334
Eric_american_s05_medium_noise,Eric_american,"Eric - Smooth, Trustworthy",male,american,unknown,5,"I think—no wait—let me check that again, yeah",medium_noise,audio/Eric_american/medium_noise/sentence_05.wav,2.461333333333333
Eric_american_s06_medium_noise,Eric_american,"Eric - Smooth, Trustworthy",male,american,unknown,6,"Hello, how are you?",medium_noise,audio/Eric_american/medium_noise/sentence_06.wav,1.1145833333333333
Eric_american_s07_medium_noise,Eric_american,"Eric - Smooth, Trustworthy",male,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,medium_noise,audio/Eric_american/medium_noise/sentence_07.wav,2.6935416666666665
Eric_american_s08_medium_noise,Eric_american,"Eric - Smooth, Trustworthy",male,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",medium_noise,audio/Eric_american/medium_noise/sentence_08.wav,7.105333333333333
Eric_american_s09_medium_noise,Eric_american,"Eric - Smooth, Trustworthy",male,american,unknown,9,The conference is scheduled for three o'clock tomorrow,medium_noise,audio/Eric_american/medium_noise/sentence_09.wav,2.5542083333333334
Eric_american_s10_medium_noise,Eric_american,"Eric - Smooth, Trustworthy",male,american,unknown,10,Please review the quarterly report before the deadline,medium_noise,audio/Eric_american/medium_noise/sentence_10.wav,2.600625
Bella_american_s01_medium_noise,Bella_american,"Bella - Professional, Bright, Warm",female,american,unknown,1,The quick brown fox jumps over the lazy dog,medium_noise,audio/Bella_american/medium_noise/sentence_01.wav,3.0650416666666667
Bella_american_s02_medium_noise,Bella_american,"Bella - Professional, Bright, Warm",female,american,unknown,2,Pack my box with five dozen liquor jugs,medium_noise,audio/Bella_american/medium_noise/sentence_02.wav,2.461333333333333
Bella_american_s03_medium_noise,Bella_american,"Bella - Professional, Bright, Warm",female,american,unknown,3,She sells seashells by the seashore,medium_noise,audio/Bella_american/medium_noise/sentence_03.wav,2.13625
Bella_american_s04_medium_noise,Bella_american,"Bella - Professional, Bright, Warm",female,american,unknown,4,"Um... so the weather is, like, really nice today",medium_noise,audio/Bella_american/medium_noise/sentence_04.wav,3.0185833333333334
Bella_american_s05_medium_noise,Bella_american,"Bella - Professional, Bright, Warm",female,american,unknown,5,"I think—no wait—let me check that again, yeah",medium_noise,audio/Bella_american/medium_noise/sentence_05.wav,2.600625
Bella_american_s06_medium_noise,Bella_american,"Bella - Professional, Bright, Warm",female,american,unknown,6,"Hello, how are you?",medium_noise,audio/Bella_american/medium_noise/sentence_06.wav,1.34675
Bella_american_s07_medium_noise,Bella_american,"Bella - Professional, Bright, Warm",female,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,medium_noise,audio/Bella_american/medium_noise/sentence_07.wav,2.8792916666666666
Bella_american_s08_medium_noise,Bella_american,"Bella - Professional, Bright, Warm",female,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",medium_noise,audio/Bella_american/medium_noise/sentence_08.wav,7.291083333333333
Bella_american_s09_medium_noise,Bella_american,"Bella - Professional, Bright, Warm",female,american,unknown,9,The conference is scheduled for three o'clock tomorrow,medium_noise,audio/Bella_american/medium_noise/sentence_09.wav,2.7864166666666668
Bella_american_s10_medium_noise,Bella_american,"Bella - Professional, Bright, Warm",female,american,unknown,10,Please review the quarterly report before the deadline,medium_noise,audio/Bella_american/medium_noise/sentence_10.wav,2.7864166666666668
Chris_american_s01_medium_noise,Chris_american,"Chris - Charming, Down-to-Earth",male,american,unknown,1,The quick brown fox jumps over the lazy dog,medium_noise,audio/Chris_american/medium_noise/sentence_01.wav,2.322
Chris_american_s02_medium_noise,Chris_american,"Chris - Charming, Down-to-Earth",male,american,unknown,2,Pack my box with five dozen liquor jugs,medium_noise,audio/Chris_american/medium_noise/sentence_02.wav,2.229125
Chris_american_s03_medium_noise,Chris_american,"Chris - Charming, Down-to-Earth",male,american,unknown,3,She sells seashells by the seashore,medium_noise,audio/Chris_american/medium_noise/sentence_03.wav,1.9040416666666666
Chris_american_s04_medium_noise,Chris_american,"Chris - Charming, Down-to-Earth",male,american,unknown,4,"Um... so the weather is, like, really nice today",medium_noise,audio/Chris_american/medium_noise/sentence_04.wav,2.461333333333333
Chris_american_s05_medium_noise,Chris_american,"Chris - Charming, Down-to-Earth",male,american,unknown,5,"I think—no wait—let me check that again, yeah",medium_noise,audio/Chris_american/medium_noise/sentence_05.wav,2.0897916666666667
Chris_american_s06_medium_noise,Chris_american,"Chris - Charming, Down-to-Earth",male,american,unknown,6,"Hello, how are you?",medium_noise,audio/Chris_american/medium_noise/sentence_06.wav,1.2074583333333333
Chris_american_s07_medium_noise,Chris_american,"Chris - Charming, Down-to-Earth",male,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,medium_noise,audio/Chris_american/medium_noise/sentence_07.wav,2.600625
Chris_american_s08_medium_noise,Chris_american,"Chris - Charming, Down-to-Earth",male,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",medium_noise,audio/Chris_american/medium_noise/sentence_08.wav,6.594458333333334
Chris_american_s09_medium_noise,Chris_american,"Chris - Charming, Down-to-Earth",male,american,unknown,9,The conference is scheduled for three o'clock tomorrow,medium_noise,audio/Chris_american/medium_noise/sentence_09.wav,2.461333333333333
Chris_american_s10_medium_noise,Chris_american,"Chris - Charming, Down-to-Earth",male,american,unknown,10,Please review the quarterly report before the deadline,medium_noise,audio/Chris_american/medium_noise/sentence_10.wav,2.6470833333333332
Brian_american_s01_medium_noise,Brian_american,"Brian - Deep, Resonant and Comforting",male,american,unknown,1,The quick brown fox jumps over the lazy dog,medium_noise,audio/Brian_american/medium_noise/sentence_01.wav,2.7864166666666668
Brian_american_s02_medium_noise,Brian_american,"Brian - Deep, Resonant and Comforting",male,american,unknown,2,Pack my box with five dozen liquor jugs,medium_noise,audio/Brian_american/medium_noise/sentence_02.wav,2.322
Brian_american_s03_medium_noise,Brian_american,"Brian - Deep, Resonant and Comforting",male,american,unknown,3,She sells seashells by the seashore,medium_noise,audio/Brian_american/medium_noise/sentence_03.wav,2.0897916666666667
Brian_american_s04_medium_noise,Brian_american,"Brian - Deep, Resonant and Comforting",male,american,unknown,4,"Um... so the weather is, like, really nice today",medium_noise,audio/Brian_american/medium_noise/sentence_04.wav,3.29725
Brian_american_s05_medium_noise,Brian_american,"Brian - Deep, Resonant and Comforting",male,american,unknown,5,"I think—no wait—let me check that again, yeah",medium_noise,audio/Brian_american/medium_noise/sentence_05.wav,2.6935416666666665
Brian_american_s06_medium_noise,Brian_american,"Brian - Deep, Resonant and Comforting",male,american,unknown,6,"Hello, how are you?",medium_noise,audio/Brian_american/medium_noise/sentence_06.wav,1.34675
Brian_american_s07_medium_noise,Brian_american,"Brian - Deep, Resonant and Comforting",male,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,medium_noise,audio/Brian_american/medium_noise/sentence_07.wav,3.0185833333333334
Brian_american_s08_medium_noise,Brian_american,"Brian - Deep, Resonant and Comforting",male,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",medium_noise,audio/Brian_american/medium_noise/sentence_08.wav,6.966
Brian_american_s09_medium_noise,Brian_american,"Brian - Deep, Resonant and Comforting",male,american,unknown,9,The conference is scheduled for three o'clock tomorrow,medium_noise,audio/Brian_american/medium_noise/sentence_09.wav,2.925708333333333
Brian_american_s10_medium_noise,Brian_american,"Brian - Deep, Resonant and Comforting",male,american,unknown,10,Please review the quarterly report before the deadline,medium_noise,audio/Brian_american/medium_noise/sentence_10.wav,2.8792916666666666
Lily_british_s01_medium_noise,Lily_british,Lily - Velvety Actress,female,british,unknown,1,The quick brown fox jumps over the lazy dog,medium_noise,audio/Lily_british/medium_noise/sentence_01.wav,2.600625
Lily_british_s02_medium_noise,Lily_british,Lily - Velvety Actress,female,british,unknown,2,Pack my box with five dozen liquor jugs,medium_noise,audio/Lily_british/medium_noise/sentence_02.wav,2.461333333333333
Lily_british_s03_medium_noise,Lily_british,Lily - Velvety Actress,female,british,unknown,3,She sells seashells by the seashore,medium_noise,audio/Lily_british/medium_noise/sentence_03.wav,2.322
Lily_british_s04_medium_noise,Lily_british,Lily - Velvety Actress,female,british,unknown,4,"Um... so the weather is, like, really nice today",medium_noise,audio/Lily_british/medium_noise/sentence_04.wav,3.2507916666666667
Lily_british_s05_medium_noise,Lily_british,Lily - Velvety Actress,female,british,unknown,5,"I think—no wait—let me check that again, yeah",medium_noise,audio/Lily_british/medium_noise/sentence_05.wav,2.972166666666667
Lily_british_s06_medium_noise,Lily_british,Lily - Velvety Actress,female,british,unknown,6,"Hello, how are you?",medium_noise,audio/Lily_british/medium_noise/sentence_06.wav,1.34675
Lily_british_s07_medium_noise,Lily_british,Lily - Velvety Actress,female,british,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,medium_noise,audio/Lily_british/medium_noise/sentence_07.wav,2.7864166666666668
Lily_british_s08_medium_noise,Lily_british,Lily - Velvety Actress,female,british,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",medium_noise,audio/Lily_british/medium_noise/sentence_08.wav,7.848333333333334
Lily_british_s09_medium_noise,Lily_british,Lily - Velvety Actress,female,british,unknown,9,The conference is scheduled for three o'clock tomorrow,medium_noise,audio/Lily_british/medium_noise/sentence_09.wav,3.1115
Lily_british_s10_medium_noise,Lily_british,Lily - Velvety Actress,female,british,unknown,10,Please review the quarterly report before the deadline,medium_noise,audio/Lily_british/medium_noise/sentence_10.wav,2.925708333333333
Adam_american_s01_medium_noise,Adam_american,"Adam - Dominant, Firm",male,american,unknown,1,The quick brown fox jumps over the lazy dog,medium_noise,audio/Adam_american/medium_noise/sentence_01.wav,2.7864166666666668
Adam_american_s02_medium_noise,Adam_american,"Adam - Dominant, Firm",male,american,unknown,2,Pack my box with five dozen liquor jugs,medium_noise,audio/Adam_american/medium_noise/sentence_02.wav,2.3684583333333333
Adam_american_s03_medium_noise,Adam_american,"Adam - Dominant, Firm",male,american,unknown,3,She sells seashells by the seashore,medium_noise,audio/Adam_american/medium_noise/sentence_03.wav,2.13625
Adam_american_s04_medium_noise,Adam_american,"Adam - Dominant, Firm",male,american,unknown,4,"Um... so the weather is, like, really nice today",medium_noise,audio/Adam_american/medium_noise/sentence_04.wav,3.9009583333333335
Adam_american_s05_medium_noise,Adam_american,"Adam - Dominant, Firm",male,american,unknown,5,"I think—no wait—let me check that again, yeah",medium_noise,audio/Adam_american/medium_noise/sentence_05.wav,2.972166666666667
Adam_american_s06_medium_noise,Adam_american,"Adam - Dominant, Firm",male,american,unknown,6,"Hello, how are you?",medium_noise,audio/Adam_american/medium_noise/sentence_06.wav,1.3003333333333333
Adam_american_s07_medium_noise,Adam_american,"Adam - Dominant, Firm",male,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,medium_noise,audio/Adam_american/medium_noise/sentence_07.wav,2.925708333333333
Adam_american_s08_medium_noise,Adam_american,"Adam - Dominant, Firm",male,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",medium_noise,audio/Adam_american/medium_noise/sentence_08.wav,7.709041666666667
Adam_american_s09_medium_noise,Adam_american,"Adam - Dominant, Firm",male,american,unknown,9,The conference is scheduled for three o'clock tomorrow,medium_noise,audio/Adam_american/medium_noise/sentence_09.wav,2.925708333333333
Adam_american_s10_medium_noise,Adam_american,"Adam - Dominant, Firm",male,american,unknown,10,Please review the quarterly report before the deadline,medium_noise,audio/Adam_american/medium_noise/sentence_10.wav,2.7864166666666668
Bill_american_s01_medium_noise,Bill_american,"Bill - Wise, Mature, Balanced",male,american,unknown,1,The quick brown fox jumps over the lazy dog,medium_noise,audio/Bill_american/medium_noise/sentence_01.wav,3.0650416666666667
Bill_american_s02_medium_noise,Bill_american,"Bill - Wise, Mature, Balanced",male,american,unknown,2,Pack my box with five dozen liquor jugs,medium_noise,audio/Bill_american/medium_noise/sentence_02.wav,2.8328333333333333
Bill_american_s03_medium_noise,Bill_american,"Bill - Wise, Mature, Balanced",male,american,unknown,3,She sells seashells by the seashore,medium_noise,audio/Bill_american/medium_noise/sentence_03.wav,2.461333333333333
Bill_american_s04_medium_noise,Bill_american,"Bill - Wise, Mature, Balanced",male,american,unknown,4,"Um... so the weather is, like, really nice today",medium_noise,audio/Bill_american/medium_noise/sentence_04.wav,3.29725
Bill_american_s05_medium_noise,Bill_american,"Bill - Wise, Mature, Balanced",male,american,unknown,5,"I think—no wait—let me check that again, yeah",medium_noise,audio/Bill_american/medium_noise/sentence_05.wav,3.7152083333333334
Bill_american_s06_medium_noise,Bill_american,"Bill - Wise, Mature, Balanced",male,american,unknown,6,"Hello, how are you?",medium_noise,audio/Bill_american/medium_noise/sentence_06.wav,1.5325416666666667
Bill_american_s07_medium_noise,Bill_american,"Bill - Wise, Mature, Balanced",male,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,medium_noise,audio/Bill_american/medium_noise/sentence_07.wav,3.5294583333333334
Bill_american_s08_medium_noise,Bill_american,"Bill - Wise, Mature, Balanced",male,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",medium_noise,audio/Bill_american/medium_noise/sentence_08.wav,7.801916666666667
Bill_american_s09_medium_noise,Bill_american,"Bill - Wise, Mature, Balanced",male,american,unknown,9,The conference is scheduled for three o'clock tomorrow,medium_noise,audio/Bill_american/medium_noise/sentence_09.wav,3.0650416666666667
Bill_american_s10_medium_noise,Bill_american,"Bill - Wise, Mature, Balanced",male,american,unknown,10,Please review the quarterly report before the deadline,medium_noise,audio/Bill_american/medium_noise/sentence_10.wav,3.436541666666667
